term_str,n,n_chars,p,s,i,h
handlers,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hollow,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
twice,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
liable,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pool,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fiestas,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
blow,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sober,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
knees,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
stiff,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
child,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
arcades,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
encierro,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
accordion,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
rioja,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sol,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
marc,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
swept,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
carabineer,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
avoid,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hunted,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
tour,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
may,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bum,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
conductor,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
carts,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
throw,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cables,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cabin,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
races,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sighted,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
circle,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shaved,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sold,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fork,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
clearing,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
twelve,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sportif,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
joined,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
answer,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
streams,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
duke,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dig,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pen,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
stronger,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
rucksack,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
balconies,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shone,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
smoked,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fill,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
martini,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
mothers,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
regular,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
topped,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
arriba,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
corrida,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
knowing,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shock,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bucket,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
eh,3,2,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
chic,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
buck,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
zinc,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
trams,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hel,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
knelt,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hillsides,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bartender,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shivered,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
discredit,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
lad,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dingo,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
friendly,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
mippipopolous,3,13,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
passes,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
earlier,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
winked,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
beat,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
vegetables,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
besides,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pedal,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
formal,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
gardens,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
giants,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bryan,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
grassy,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
literature,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
careless,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
appeared,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
reels,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
board,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
drunks,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bells,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pressing,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fella,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
howd,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
wheeling,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pots,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
maid,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
nervy,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
credit,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bunch,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ledoux,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
oil,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
nerves,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bait,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hang,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
timbers,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
forehead,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pelota,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
horizon,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cliff,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shrimps,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
elevator,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
view,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
closely,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
free,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
creditors,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
policeman,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
eskimo,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
words,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
king,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
travelling,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
lo,3,2,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
absorbed,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
greek,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
detach,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
aficionados,3,11,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
villalta,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
replaced,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cards,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
foreigners,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fifth,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
thrown,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
alta,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
quaint,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
basis,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shirts,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
handkerchief,3,12,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
filling,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
tray,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
wolf,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sideways,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sad,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sipped,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
lecomte,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
concha,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
wondered,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
value,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
worm,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
drawn,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
enormous,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
blood,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
civil,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
hendaye,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
gang,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dreadful,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
oughtnt,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
waving,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
michel,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sensation,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
false,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
material,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
beech,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
toro,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
drew,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
rocky,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
balloons,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
return,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pilgrims,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
algabeno,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ing,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
promenade,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
busy,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
knife,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fairly,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ritz,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fiancée,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
crest,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fire,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cogido,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
understood,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
